Date,Evaporation,Volume,V2,SurfaceArea,EvapVol,Initial_Conc,C2 (mg/l)
2025-01-01,5.3144603,584994.6,584994.5521698573,9,0.0478301427,175.0,175.0000143082956
2025-01-02,5.051897,584994.6,584994.554532927,9,0.045467073,175.0000143082956,175.00002790968446
2025-01-03,4.7306385,584994.6,584994.5574242534,9,0.042575746500000004,175.00002790968446,175.00004064613944
2025-01-04,4.648726,584994.6,584994.558161466,9,0.041838534,175.00004064613944,175.00005316205954
2025-01-05,4.5469656,584994.6,584994.5590773096,9,0.0409226904,175.00005316205954,175.0000654040076
2025-01-06,4.897763,584994.6,584994.555920133,9,0.044079867,175.0000654040076,175.0000785904202
2025-01-07,4.9268837,584994.6,584994.5556580466,9,0.0443419533,175.0000785904202,175.00009185523652
2025-01-08,5.002481,584994.6,584994.554977671,9,0.04502232900000001,175.00009185523652,175.000105323587
2025-01-09,5.1342564,584994.6,584994.5537916924,9,0.0462083076,175.000105323587,175.000119146722
2025-01-10,5.168062,584994.6,584994.553487442,9,0.046512557999999996,175.000119146722,175.0001330608741
2025-01-11,5.1149163,584994.6,584994.5539657533,9,0.046034246699999996,175.0001330608741,175.00014683194127
2025-01-12,5.0457525,584994.6,584994.5545882275,9,0.045411772499999996,175.00014683194127,175.00016041679737
2025-01-13,5.0963664,584994.6,584994.5541327024,9,0.0458672976,175.00016041679737,175.00017413792415
2025-01-14,5.1854534,584994.6,584994.5533309194,9,0.0466690806,175.00017413792415,175.00018809890412
2025-01-15,5.1173606,584994.6,584994.5539437545,9,0.046056245399999994,175.00018809890412,175.0002018765565
2025-01-16,5.118191,584994.6,584994.553936281,9,0.046063719,175.0002018765565,175.00021565644568
2025-01-17,5.0728545,584994.6,584994.5543443095,9,0.0456556905,175.00021565644568,175.00022931427483
2025-01-18,5.11382,584994.6,584994.55397562,9,0.04602438,175.00022931427483,175.000243082398
2025-01-19,5.1695075,584994.6,584994.5534744324,9,0.046525567500000004,175.000243082398,175.0002570004517
2025-01-20,5.10338,584994.6,584994.5540695799,9,0.04593042,175.0002570004517,175.00027074046906
2025-01-21,5.1178465,584994.6,584994.5539393815,9,0.0460606185,175.00027074046906,175.00028451943615
2025-01-22,5.2084327,584994.6,584994.5531241057,9,0.046875894300000005,175.00028451943615,175.00029854229294
2025-01-23,5.2011642,584994.6,584994.5531895221,9,0.0468104778,175.00029854229294,175.0003125455816
2025-01-24,5.1701603,584994.6,584994.5534685573,9,0.0465314427,175.0003125455816,175.00032646539842
2025-01-25,5.1052675,584994.6,584994.5540525925,9,0.045947407499999995,175.00032646539842,175.00034021050297
2025-01-26,5.123552,584994.6,584994.553888032,9,0.046111968,175.00034021050297,175.00035400483665
2025-01-27,5.3339663,584994.6,584994.5519943032,9,0.0480056967,175.00035400483665,175.00036836567796
2025-01-28,5.349118,584994.6,584994.551857938,9,0.04814206199999999,175.00036836567796,175.00038276731394
2025-01-29,5.1490164,584994.6,584994.5536588524,9,0.0463411476,175.00038276731394,175.0003966302098
2025-01-30,5.0473046,584994.6,584994.5545742586,9,0.045425741400000004,175.0003966302098,175.00041021926407
2025-01-31,5.046641,584994.6,584994.554580231,9,0.045419769000000006,175.00041021926407,175.00042380653278
2025-02-01,5.338172,584994.6,584994.551956452,9,0.048043548,175.00042380653278,175.00043817870298
2025-02-02,5.7001495,584994.6,584994.5486986545,9,0.051301345500000005,175.00043817870298,175.00045352544075
2025-02-03,5.7668824,584994.6,584994.5480980583,9,0.0519019416,175.00045352544075,175.00046905184755
2025-02-04,5.7587748,584994.6,584994.5481710267,9,0.0518289732,175.00046905184755,175.0004845564273
2025-02-05,5.775151,584994.6,584994.548023641,9,0.051976359,175.0004845564273,175.0005001050987
2025-02-06,5.926427,584994.6,584994.5466621569,9,0.05333784300000001,175.0005001050987,175.00051606105805
2025-02-07,5.9240355,584994.6,584994.5466836805,9,0.0533163195,175.00051606105805,175.0005320105801
2025-02-08,5.9313855,584994.6,584994.5466175305,9,0.0533824695,175.0005320105801,175.0005479798923
2025-02-09,5.966166,584994.6,584994.546304506,9,0.053695494,175.0005479798923,175.00056404284695
2025-02-10,5.984268,584994.6,584994.546141588,9,0.053858412,175.00056404284695,175.00058015453982
2025-02-11,6.0094347,584994.6,584994.5459150877,9,0.054084912299999996,175.00058015453982,175.00059633399155
2025-02-12,5.9470243,584994.6,584994.5464767813,9,0.0535232187,175.00059633399155,175.00061234541465
2025-02-13,6.0437036,584994.6,584994.5456066675,9,0.0543933324,175.00061234541465,175.00062861713303
2025-02-14,6.1876054,584994.6,584994.5443115514,9,0.0556884486,175.00062861713303,175.00064527628584
2025-02-15,6.1942816,584994.6,584994.5442514656,9,0.055748534399999994,175.00064527628584,175.00066195341486
2025-02-16,6.2065997,584994.6,584994.5441406027,9,0.055859397299999995,175.00066195341486,175.00067866371003
2025-02-17,6.267517,584994.6,584994.543592347,9,0.056407652999999995,175.00067866371003,175.0006955380171
